Date,Close,High,Low,Open,Volume,Ticker
2025-12-12,1366.0,1370.699951171875,1363.300048828125,1368.0,3890885,ICICIBANK.NS
2025-12-15,1365.199951171875,1370.0,1356.0999755859375,1356.0999755859375,5342530,ICICIBANK.NS
2025-12-16,1366.0,1368.699951171875,1355.5,1364.0,12359741,ICICIBANK.NS
2025-12-17,1352.4000244140625,1365.0,1343.0999755859375,1365.0,9440391,ICICIBANK.NS
2025-12-18,1356.800048828125,1369.5,1345.5,1346.300048828125,7314573,ICICIBANK.NS
2025-12-19,1354.0999755859375,1360.4000244140625,1350.800048828125,1354.0,14318512,ICICIBANK.NS
2025-12-22,1368.5,1371.300048828125,1354.800048828125,1358.0,9375294,ICICIBANK.NS
2025-12-23,1363.0,1365.0,1357.0,1361.0999755859375,9105467,ICICIBANK.NS
2025-12-24,1359.800048828125,1368.199951171875,1357.5999755859375,1363.800048828125,8955140,ICICIBANK.NS
2025-12-26,1350.4000244140625,1362.0,1348.5,1356.5,2812144,ICICIBANK.NS
2025-12-29,1343.300048828125,1355.699951171875,1341.5,1352.0999755859375,6057201,ICICIBANK.NS
2025-12-30,1342.5,1347.0999755859375,1338.0999755859375,1343.300048828125,18621277,ICICIBANK.NS
2025-12-31,1342.9000244140625,1350.0,1339.5,1342.800048828125,6150634,ICICIBANK.NS
2026-01-01,1338.0,1348.4000244140625,1336.0,1343.9000244140625,4179311,ICICIBANK.NS
2026-01-02,1355.4000244140625,1356.9000244140625,1336.300048828125,1338.0,8226205,ICICIBANK.NS
2026-01-05,1371.5,1375.5,1352.5999755859375,1354.199951171875,6920565,ICICIBANK.NS
2026-01-06,1411.199951171875,1413.5999755859375,1366.0,1372.0,17260416,ICICIBANK.NS
2026-01-07,1427.699951171875,1429.9000244140625,1404.199951171875,1408.0,15813795,ICICIBANK.NS
2026-01-08,1435.0,1442.199951171875,1423.300048828125,1429.0,14861699,ICICIBANK.NS
2026-01-09,1404.300048828125,1429.5,1401.5,1427.0999755859375,12555636,ICICIBANK.NS
2026-01-12,1413.0999755859375,1424.300048828125,1391.699951171875,1399.9000244140625,10923811,ICICIBANK.NS
2026-01-13,1437.0,1441.800048828125,1411.0999755859375,1420.0,14295581,ICICIBANK.NS
2026-01-14,1418.4000244140625,1443.9000244140625,1414.9000244140625,1425.5999755859375,13832255,ICICIBANK.NS
2026-01-15,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0,ICICIBANK.NS
2026-01-16,1410.800048828125,1429.0,1400.199951171875,1417.9000244140625,12530886,ICICIBANK.NS
2026-01-19,1380.5999755859375,1400.0,1360.0,1399.9000244140625,23302883,ICICIBANK.NS
2026-01-20,1375.800048828125,1387.800048828125,1371.5,1374.699951171875,15012785,ICICIBANK.NS
2026-01-21,1349.0,1371.5,1339.5,1367.5,21766068,ICICIBANK.NS
2026-01-22,1345.5,1358.0,1338.0,1355.0999755859375,17179765,ICICIBANK.NS
2026-01-23,1343.4000244140625,1355.199951171875,1335.699951171875,1340.5,14056524,ICICIBANK.NS
2026-01-27,1361.4000244140625,1369.0999755859375,1328.5999755859375,1340.0,25263634,ICICIBANK.NS
2026-01-28,1367.699951171875,1380.4000244140625,1362.5999755859375,1362.5999755859375,13242696,ICICIBANK.NS
2026-01-29,1383.5999755859375,1387.699951171875,1354.4000244140625,1359.0,23118234,ICICIBANK.NS
2026-01-30,1355.0,1381.9000244140625,1353.199951171875,1368.199951171875,24013717,ICICIBANK.NS
2026-02-02,1352.800048828125,1354.4000244140625,1329.0999755859375,1329.9000244140625,12800245,ICICIBANK.NS
2026-02-03,1389.699951171875,1417.0,1373.4000244140625,1412.0,24896698,ICICIBANK.NS
2026-02-04,1408.4000244140625,1414.0,1386.9000244140625,1387.0,11080683,ICICIBANK.NS
2026-02-05,1396.5,1414.0,1393.199951171875,1414.0,8982761,ICICIBANK.NS
2026-02-06,1406.0999755859375,1410.5,1394.699951171875,1396.699951171875,10851190,ICICIBANK.NS
2026-02-09,1396.300048828125,1414.0,1388.800048828125,1413.5,7889742,ICICIBANK.NS
2026-02-10,1406.5,1409.5,1395.5,1401.0,16497628,ICICIBANK.NS
2026-02-11,1406.0999755859375,1413.0,1400.4000244140625,1407.4000244140625,8551341,ICICIBANK.NS
2026-02-12,1430.0,1433.0,1405.300048828125,1406.0999755859375,19646265,ICICIBANK.NS
2026-02-13,1414.5999755859375,1434.4000244140625,1410.699951171875,1425.300048828125,12228083,ICICIBANK.NS
2026-02-16,1411.5999755859375,1414.0,1400.5,1404.0,5000042,ICICIBANK.NS
2026-02-17,1407.5,1413.5999755859375,1393.5999755859375,1406.199951171875,11756187,ICICIBANK.NS
2026-02-18,1408.199951171875,1412.300048828125,1398.9000244140625,1410.0999755859375,4758071,ICICIBANK.NS
2026-02-19,1388.800048828125,1412.300048828125,1384.800048828125,1408.5,14323091,ICICIBANK.NS
2026-02-20,1394.5,1403.699951171875,1384.0,1388.5,10337877,ICICIBANK.NS
2026-02-23,1399.4000244140625,1408.300048828125,1395.300048828125,1400.0,10728445,ICICIBANK.NS
2026-02-24,1384.800048828125,1400.9000244140625,1382.300048828125,1400.9000244140625,18274784,ICICIBANK.NS
2026-02-25,1400.5,1407.4000244140625,1388.199951171875,1391.800048828125,16297015,ICICIBANK.NS
2026-02-26,1404.9000244140625,1410.0,1392.0999755859375,1405.0999755859375,27288792,ICICIBANK.NS
2026-02-27,1378.9000244140625,1402.199951171875,1376.699951171875,1400.0,15096898,ICICIBANK.NS
2026-03-02,1374.0,1379.199951171875,1355.0,1355.0,16928683,ICICIBANK.NS
2026-03-04,1365.4000244140625,1376.0,1326.0,1326.0,20009132,ICICIBANK.NS
2026-03-05,1357.5999755859375,1370.800048828125,1347.5999755859375,1368.9000244140625,17590491,ICICIBANK.NS
2026-03-06,1313.4000244140625,1357.5999755859375,1310.4000244140625,1339.0,22778852,ICICIBANK.NS
2026-03-09,1278.4000244140625,1282.699951171875,1251.0999755859375,1272.699951171875,16116652,ICICIBANK.NS
2026-03-10,1311.9000244140625,1315.0,1285.5999755859375,1287.5999755859375,19136143,ICICIBANK.NS
2026-03-11,1294.5999755859375,1306.5,1290.9000244140625,1300.0,13224259,ICICIBANK.NS
2026-03-12,1266.5,1280.5,1258.300048828125,1275.699951171875,19676187,ICICIBANK.NS
2026-03-13,1254.800048828125,1262.300048828125,1248.699951171875,1251.9000244140625,17344394,ICICIBANK.NS
2026-03-16,1272.9000244140625,1276.800048828125,1240.0999755859375,1255.0,22740688,ICICIBANK.NS
2026-03-17,1288.699951171875,1294.4000244140625,1273.0,1278.9000244140625,22303102,ICICIBANK.NS
2026-03-18,1289.300048828125,1297.0999755859375,1270.800048828125,1286.0,12961135,ICICIBANK.NS
2026-03-19,1250.0999755859375,1285.9000244140625,1243.699951171875,1267.5999755859375,14422899,ICICIBANK.NS
2026-03-20,1245.4000244140625,1274.0,1241.699951171875,1258.4000244140625,16421006,ICICIBANK.NS
2026-03-23,1222.699951171875,1234.9000244140625,1218.0999755859375,1226.5999755859375,17049534,ICICIBANK.NS
2026-03-24,1251.199951171875,1253.9000244140625,1223.699951171875,1237.0999755859375,20617782,ICICIBANK.NS
2026-03-25,1259.699951171875,1272.9000244140625,1254.4000244140625,1258.9000244140625,17290030,ICICIBANK.NS
2026-03-27,1233.800048828125,1260.9000244140625,1230.0999755859375,1256.0,23630905,ICICIBANK.NS
2026-03-30,1205.9000244140625,1222.5999755859375,1200.4000244140625,1216.5,23952775,ICICIBANK.NS
2026-04-01,1212.699951171875,1234.0,1210.0,1228.0999755859375,25472333,ICICIBANK.NS
2026-04-02,1215.800048828125,1222.0999755859375,1187.5999755859375,1196.0,20851722,ICICIBANK.NS
2026-04-06,1231.4000244140625,1234.4000244140625,1200.5,1213.0,10058414,ICICIBANK.NS
2026-04-07,1245.5,1250.4000244140625,1216.5999755859375,1229.0,25600557,ICICIBANK.NS
2026-04-08,1309.199951171875,1333.5,1292.4000244140625,1310.0,25148651,ICICIBANK.NS
2026-04-09,1281.300048828125,1308.0,1275.9000244140625,1299.9000244140625,22923062,ICICIBANK.NS
2026-04-10,1321.9000244140625,1324.0,1288.5,1289.0,18174755,ICICIBANK.NS
2026-04-13,1351.0999755859375,1357.0,1296.699951171875,1304.9000244140625,30572141,ICICIBANK.NS
2026-04-15,1348.0999755859375,1364.800048828125,1338.0,1358.0,23827473,ICICIBANK.NS
2026-04-16,1345.5,1366.9000244140625,1340.199951171875,1352.0,24017236,ICICIBANK.NS
